house_id,sale_date,num_bedrooms,num_bathrooms,living_area,lot_area,num_floors,is_waterfront,view_rating,condition_index,construction_grade,above_area,basement_area,built_year,renovated_year,zip_area,latitude,longitude,neighbor_living_area,neighbor_lot_area,target_price
2919700885,20140826T000000,4,2.0,1560.0,3840.0,1.0,0,0.0,'4',6,960.0,600.0,1924,0.0,98117,47.6882,-122.365,1560,4800,459000.0
6843300090,20141103T000000,4,2.25,2730.0,35100.0,2.0,0,0.0,3,8,2730.0,0.0,1977,0.0,98075,47.5913,-122.012,2730,36677,500000.0
2770601595,20150320T000000,2,1.0,1470.0,6000.0,1.0,0,0.0,3,6,900.0,570.0,1944,,98199,47.6527,-122.386,1670,6000,415000.0
4078300040,20150224T000000,3,3.5,3070.0,7050.0,1.0,0,3.0,3,8,1570.0,1500.0,1928,1996.0,98125,47.7076,-122.276,2350,5881,850000.0
1124000005,20140918T000000,3,2.5,2090.0,8505.0,2.0,0,0.0,3,8,2090.0,0.0,1951,1977.0,98177,47.7195,-122.371,1640,8100,499000.0
9141100070,20150126T000000,5,2.5,1970.0,12375.0,1.0,0,0.0,3,8,1570.0,400.0,1959,0.0,98133,47.7412,-122.354,1970,8941,575000.0
621069146,20140818T000000,2,1.75,1180.0,55321.0,1.0,0,0.0,3,8,1180.0,0.0,1941,2004.0,98042,47.3329,-122.091,1480,56192,311000.0
8078430030,20140716T000000,3,2.5,1960.0,9686.0,1.0,0,0.0,3,8,1460.0,500.0,1989,0.0,98074,47.6339,-122.026,1960,8254,560000.0
1217000270,20140916T000000,3,1.75,1320.0,9450.0,1.0,0,0.0,5,7,1320.0,0.0,1943,,98166,47.4557,-122.348,1320,8315,338995.0
7338220160,20150225T000000,4,2.5,2730.0,4962.0,2.0,0,0.0,3,8,2730.0,0.0,2006,0.0,98002,47.3363,-122.216,2150,3802,319500.0
9550202010,20140710T000000,6,2.75,2980.0,5000.0,1.5,0,0.0,3,7,2480.0,500.0,1916,0.0,98103,47.6684,-122.331,1470,5000,775000.0
98000960,20140513T000000,4,3.25,4400.0,16625.0,2.0,0,0.0,3,11,4400.0,0.0,2003,0.0,98075,47.5868,-121.968,4440,15523,1050000.0
7504110330,20150128T000000,4,3.0,3040.0,11651.0,2.0,0,0.0,3,10,3040.0,0.0,1987,0.0,98074,47.6348,-122.038,2540,11815,691000.0
2296500036,20150310T000000,4,2.75,2980.0,13260.0,1.0,0,0.0,4,8,1800.0,1180.0,1979,0.0,98056,47.5152,-122.197,1920,10731,450000.0
2767603753,20140829T000000,2,2.0,1370.0,1878.0,3.0,0,0.0,3,8,1370.0,0.0,2004,0.0,98107,47.6721,-122.387,1280,1878,548000.0
1726069198,20140918T000000,3,,3260.0,91911.0,2.0,0,0.0,4,9,3260.0,0.0,1984,0.0,98077,47.737,-122.074,2520,65775,850000.0
5332200515,20150209T000000,3,1.75,2650.0,5512.0,2.0,0,0.0,3,9,2250.0,400.0,1984,0.0,98112,47.6265,-122.295,1440,5100,1050000.0
7436300180,20140519T000000,3,3.5,2320.0,3174.0,2.0,0,0.0,3,9,2060.0,260.0,1997,0.0,98033,47.6897,-122.175,2320,3187,530000.0
8691330910,20140521T000000,4,2.75,2830.0,13059.0,2.0,0,0.0,3,10,2830.0,0.0,1998,0.0,98075,47.595,-121.986,3840,11596,744000.0
686800080,20140612T000000,4,2.5,2370.0,10858.0,2.0,0,0.0,3,9,2370.0,0.0,2003,0.0,98004,47.6336,-122.192,2510,21673,1034500.0
1939100610,20140623T000000,4,2.5,2300.0,7989.0,2.0,0,0.0,3,9,2300.0,,1990,0.0,98074,47.6273,-122.034,2280,8835,560000.0
9222400605,20150411T000000,5,4.0,2980.0,4500.0,1.5,0,0.0,3,7,2070.0,910.0,1921,0.0,"98,115",47.6736,-122.323,1560,4225,850000.0
5036300431,20150311T000000,5,2.75,3520.0,6353.0,2.0,0,0.0,4,10,3520.0,,2001,0.0,98199,47.6506,-122.391,2520,6250,1099880.0
7299600180,20140610T000000,4,2.5,2009.0,5000.0,2.0,0,0.0,3,8,2009.0,,2014,0.0,98092,47.2577,-122.198,2009,5182,303210.0
4403600270,20150224T000000,4,3.25,4740.0,76230.0,2.0,0,0.0,3,10,4740.0,0.0,1987,0.0,98075,47.5931,-122.071,3340,49206,970000.0
8964800370,20141022T000000,3,1.5,1850.0,10572.0,1.0,0,0.0,4,8,1850.0,0.0,1953,0.0,98004,47.6194,-122.208,3030,12752,1375000.0
6056100114,20140825T000000,3,2.5,2100.0,5060.0,2.0,0,0.0,'3',7,2100.0,0.0,2006,0.0,98108,47.563,-122.298,1520,2468,477000.0
1523300140,20140904T000000,1,1.0,730.0,1942.0,1.0,0,0.0,3,7,730.0,0.0,2009,0.0,98144,47.5943,-122.299,1020,2044,325000.0
5045700330,20140725T000000,4,2.5,2384.9615860685008,7729.936047061205,2.0,0,0.0,3,8,1915.6224236265025,0.0,2010,0.0,98059,47.48271594103262,-122.15694330140003,2600,5870,460195.8880829697
4024101434,20140808T000000,3,1.0,1007.9233837075988,9282.12244645482,1.0,0,0.0,5,6,890.9287273788691,0.0,1948,0.0,98155,47.76301110248718,-122.32602330952648,1590,7663,318063.8687396108
8651401680,20150408T000000,3,1.0,860.0,5185.0,1.0,0,0.0,4,6,860.0,0.0,1968,0.0,98042,47.3634,-122.086,1120,5494,198000.0
8075400100,20141231T000000,2,1.5,1556.0,20000.0,1.0,0,0.0,4,7,1556.0,0.0,1957,0.0,98032,47.3891,-122.282,2250,17286,221700.0
9560800390,20140516T000000,3,2.25,1990.0,7340.0,2.0,0,0.0,3,8,1990.0,0.0,1984,0.0,98072,47.7579,-122.141,2180,11223,445000.0
1843100070,20150210T000000,4,2.75,2610.0,8967.0,2.0,0,0.0,4,8,2610.0,0.0,1990,0.0,98042,47.3747,-122.124,2390,7852,372000.0
3205100110,20150421T000000,3,1.75,1270.0,12420.0,1.0,0,0.0,4,7,1270.0,0.0,1962,0.0,98056,47.5387,-122.179,1560,9910,379600.0
3505100297,20150411T000000,3,1.75,1240.0,4550.0,1.5,0,0.0,4,7,1240.0,0.0,1951,0.0,98116,47.5803,-122.398,2110,5700,505000.0
6600220150,20150310T000000,4,2.5,2230.0,14694.0,1.0,0,0.0,4,7,1180.0,1050.0,1981,0.0,98074,47.6305,-122.034,1470,13458,549950.0
1568100387,20150322T000000,3,2.0,1840.0,3432.0,2.0,0,,3,7,1840.0,0.0,2012,0.0,98155,47.7368,-122.295,1280,7573,467000.0
2420069251,20150225T000000,1,0.75,520.0,12981.0,1.0,0,0.0,5,3,520.0,0.0,1920,0.0,98022,47.2082,-121.995,1340,12233,262000.0
3856904740,20141021T000000,2,1.0,950.0,3060.0,1.0,0,0.0,3,6.0,810.0,140.0,1925,0.0,98105,47.6698,-122.323,1510,3780,490000.0
8564700240,20141017T000000,3,,2610.0,7301.0,2.0,0,0.0,3,8,2610.0,0.0,2004,0.0,98072,47.7614,-122.139,2460,7181,575000.0
7205400180,20141223T000000,3,1.0,1240.0,18000.0,1.0,0,0.0,2,7,1240.0,0.0,1943,0.0,98198,47.3514,-122.315,1240,18000,235000.0
7436500060,20141020T000000,4,2.25,2170.0,7007.0,1.0,0,0.0,3,8,1540.0,630.0,1974,0.0,98033,47.672,-122.169,2040,7700,562000.0
2249500059,20150107T000000,3,2.0,1810.0,2159.0,1.0,0,0.0,3,7,1010.0,800.0,1922,0.0,98109.0,47.6273,-122.345,1810,2159,550000.0
1657300450,20141029T000000,3,2.25,2630.0,9916.0,2.0,0,0.0,4,9,2630.0,,1988,,98092,47.3314,-122.202,2470,10810,340000.0
4178300070,20141226T000000,4,2.5,2920.0,14210.0,2.0,0,0.0,4,10,2920.0,0.0,1978,0.0,98007,47.6196,-122.15,2840,13702,795000.0
2558630350,20150321T000000,4,2.5,2060.0,6958.0,1.0,0,0.0,3,7,1220.0,840.0,1974,0.0,98034,47.7251,-122.168,1760,7350,462000.0
7660600131,20141020T000000,2,2.25,1240.0,1172.0,2.0,0,0.0,3,8,1000.0,240.0,2008,0.0,98144,47.5877,-122.316,1260,1111,374950.0
5726500130,20150407T000000,4,1.75,2560.0,15000.0,1.0,0,0.0,3,7,1880.0,680.0,1974,0.0,98075.0,47.5952,-122.053,2210,15150,518000.0
3546000070,20140617T000000,3,1.75,1700.0,7532.0,1.0,0,0.0,3,7,1700.0,0.0,1987,0.0,98030,47.355,-122.176,1690,7405,255000.0
8886000005,20150309T000000,2,2.75,2090.0,23962.0,2.0,0,3.0,4,8,2090.0,,1988,0.0,98070,47.4145,-122.44,1820,32340,649000.0
9578080040,20140812T000000,3,3.0,1720.0,954.0,3.0,0,0.0,3,8,1460.0,260.0,2006,0.0,98119,47.648,-122.358,1720,1294,589000.0
3720800115,20150331T000000,3,1.75,2340.0,5500.0,2.0,0,2.0,3,9,2340.0,0.0,1988,0.0,98102,47.6451,-122.319,2830,5500,982218.0
646910030,20141104T000000,3,,1650.0,2807.0,2.0,0,0.0,3,7,1650.0,0.0,2004,0.0,98055,47.4328,-122.196,1460,1875,238000.0
1138010220,20150317T000000,3,,1090.0,6712.0,1.0,0,0.0,4,7,1090.0,0.0,1972,0.0,98034,47.7155,-122.211,1440,7350,344950.0
123039336,20140611T000000,1,1.0,620.0,8261.0,1.0,0,0.0,3,5,620.0,0.0,1939,0.0,98106,47.5138,-122.364,1180,8244,148000.0
1330900250,20140515T000000,3,2.25,1980.0,40887.0,1.0,0,0.0,4,8,1980.0,0.0,1980,0.0,98052,47.6478,-122.029,2460,35700,550000.0
1727510030,20150312T000000,3,2.25,1680.0,7262.0,1.0,0,0.0,5,7,1180.0,500.0,1973,0.0,98034,47.713,-122.225,1910,7405,530000.0
7805460760,20150427T000000,3,2.5,2880.0,11443.0,2.0,0,,4,9,2880.0,0.0,1986,0.0,98006,47.5633,-122.111,2840,12530,885000.0
5469500640,20150224T000000,3,2.25,3530.0,13000.0,2.5,0,0.0,4,10,3530.0,0.0,1985,0.0,98042,47.3823,-122.159,2960,13000,583500.0
3145600250,20150317T000000,2,1.0,670.0,3101.0,1.0,0,0.0,4,6,670.0,0.0,1948,0.0,98118,47.5546,-122.274,1660,4100,190000.0
2372800145,20141023T000000,2,1.0,891.8368213763908,9499.60786678094,1.0,0,0.0,5,7,910.8929268851224,0.0,1955,0.0,98022,47.18710682772128,-121.99920264451534,1110,9126,219926.7251642884
1622069127,20141118T000000,5,3.25,3960.0,321908.0,2.0,0,,4,9,2690.0,1270.0,1989,0.0,98038,47.3984,-122.055,2360,96703,525000.0
809000525,20140826T000000,3,2.5,2040.0,6000.0,1.0,0,0.0,3,8,1840.0,200.0,1951,0.0,98109,47.6334,-122.35,1820,4920,872500.0
7739100015,20140502T000000,3,1.75,1710.0,7320.0,1.0,0,0.0,3,7,1710.0,,1948,0.0,98155,47.7512,-122.281,2260,8839,463000.0
1823099028,20140722T000000,3,2.0,1790.0,32379.0,1.0,0,,3,7,1790.0,0.0,2007,0.0,98045,47.4826,-121.698,2290,43560,440000.0
5422560470,20141203T000000,3,2.0,1650.0,6408.0,2.0,0,0.0,4,8,1650.0,0.0,1977,0.0,98052,47.6638,-122.128,1750,6402,440000.0
3131201290,20150317T000000,4,2.5,2660.0,3672.0,2.0,0,0.0,5,8,1800.0,860.0,1910,0.0,98105,47.6609,-122.324,1510,3825,900000.0
321030010,20141015T000000,4,2.5,2310.0,7384.0,2.0,0,0.0,3,8,2310.0,,2010,,98042,47.3737,-122.165,2310,7800,310000.0
9485951510,20140915T000000,3,2.5,2790.0,48994.0,2.0,0,0.0,4,9,2790.0,0.0,1984,0.0,98042,47.3487,-122.088,2550,37834,450000.0
546000910,20141203T000000,3,1.75,2040.0,4005.0,1.5,0,0.0,4,8,1740.0,300.0,1930,0.0,98117,47.6885,-122.38,1380,4005,620000.0
9413600350,20140829T000000,3,1.75,2170.0,12220.0,1.0,0,0.0,5,8,2170.0,0.0,1965,0.0,98033,47.6537,-122.195,1980,9000,907000.0
8567300110,20140604T000000,3,2.5,2340.0,59058.0,1.0,0,0.0,3,8,2340.0,0.0,1985,0.0,98038,47.4052,-122.028,2700,37263,485000.0
2776600002,20150422T000000,2,1.0,1120.0,6141.0,1.0,0,,3,7,900.0,220.0,1946,0.0,98117,47.6924,-122.372,1500,7529,520000.0
7853410170,20150316T000000,4,,2490.0,6537.0,2.0,0,0.0,3,8,2490.0,0.0,2013,0.0,'98065',47.5185,-121.884,2520,5848,595500.0
7331900270,20140930T000000,3,1.75,1359.0518530914094,-3769.547878004189,1.0,0,0.0,4,7,1270.3085041397578,0.0,1960,0.0,98002,47.30730380480813,-122.2053293391745,1200,9266,235237.22587032005
886000090,20150302T000000,2,1.0,700.0,7457.0,1.0,0,0.0,3,6,700.0,0.0,1943,0.0,98108,47.5348,-122.295,1500,7130,395000.0
2475200290,20141020T000000,2,1.75,1710.0,4187.0,1.0,0,0.0,3,7,1710.0,0.0,1987,,98055,47.4732,-122.188,1760,4084,332544.0
1972205790,20141211T000000,3,2.5,2000.0,1950.0,3.0,0,0.0,3,8,2000.0,0.0,2005,0.0,98109,47.6476,-122.356,1560,1340,755000.0
5101405465,20150203T000000,3,2.0,1590.0,5009.0,2.0,0,0.0,4,6,1590.0,0.0,1985,0.0,98125,47.7012,-122.322,1730,6380,463000.0
6450301835,20140705T000000,3,1.75,1470.0,4950.0,1.0,0,0.0,3,7,1030.0,440.0,1984,0.0,98133,47.7325,-122.337,1100,5250,459500.0
2297400090,20150323T000000,3,1.75,1400.0,6750.0,1.0,0,0.0,3,7,1040.0,360.0,1975,0.0,98034,47.717,-122.226,1860,7480,447000.0
952003340,20140709T000000,2,1.0,780.0,3910.0,1.0,0,0.0,3,6,780.0,,1918,0.0,98126,47.566,-122.38,1500,5060,380000.0
567000385,20140623T000000,2,1.5,940.0,1768.0,2.0,0,0.0,3,7,940.0,0.0,2009,,98144,47.5925,-122.295,1130,1159,362500.0
9287801150,20150423T000000,3,1.0,1040.0,5000.0,1.5,0,2.0,3,7,1040.0,0.0,1912,0.0,98107,47.6754,-122.359,1440,4400,600000.0
9297800090,20140708T000000,4,,1360.0,4840.0,1.5,0,0.0,4,7,1360.0,0.0,1928,0.0,"98,126",47.556,-122.376,1320,4840,399500.0
2254502445,20140530T000000,3,1.0,1220.0,4800.0,1.0,0,0.0,3,6,1220.0,0.0,1901,0.0,98122,47.6101,-122.307,1200,4800,385000.0
3438501329,20140520T000000,2,2.5,1590.0,2656.0,2.0,0,0.0,3,7,1220.0,370.0,2009,0.0,98106,47.5489,-122.364,1590,2306,305000.0
2123049114,20140519T000000,2,1.0,680.0,8064.0,1.0,0,0.0,3,6,680.0,,1941,0.0,98188,47.469,-122.298,1340,10800,110700.0
3083001095,20140824T000000,3,1.75,1760.0,3520.0,1.0,0,0.0,3,7,1160.0,600.0,1966,0.0,98144,47.5773,-122.303,1840,5000,410000.0
3797300110,20141027T000000,3,2.0,2500.0,10697.0,1.0,0,0.0,3,8,2500.0,0.0,1994,0.0,98022,47.1927,-122.01,2560,9772,330000.0
7920100045,20140516T000000,1,1.0,700.0,5100.0,1.0,0,0.0,3,7,700.0,0.0,1942,0.0,98115,47.679,-122.3,1010,5100,350000.0
7523700210,20150415T000000,3,1.0,970.0,7700.0,1.0,0,0.0,4,7,970.0,0.0,1959,0.0,98032,47.3793,-122.304,1160,8250,205000.0
9557300040,20150225T000000,5,2.25,2590.0,7245.0,1.0,0,0.0,3,8,1510.0,1080.0,1973,0.0,98008,47.6398,-122.111,1930,7245,539000.0
7972604355,20140521T000000,3,1.0,1020.0,7874.0,1.0,0,0.0,3,7,1020.0,0.0,1956,0.0,98106,47.5175,-122.346,1290,7320,218000.0
2113700115,20150504T000000,3,,1520.0,4000.0,1.0,0,0.0,5,6,800.0,720.0,1943,0.0,98106,47.531,-122.351,1430,4000,369950.0
3879901290,20150401T000000,3,2.5,1350.0,941.0,3.0,0,0.0,3,9,1350.0,0.0,2007,0.0, 98119 ,47.6265,-122.364,1640,1369,874000.0
2734100738,20141029T000000,3,3.5,1790.0,1682.0,2.0,0,0.0,3,7,1480.0,310.0,2006,0.0,98108,47.542,-122.321,1150,4000,246950.0
